id,org:resource,concept:name,time:timestamp,org:role,case:Rfp_id,case:Permit travel permit number,case:Task,case:OrganizationalEntity,case:RequestedAmount,case:Activity,case:Permit TaskNumber,case:Permit BudgetNumber,case:Permit ProjectNumber,case:Project,case:concept:name,case:Permit OrganizationalEntity,case:Permit RequestedBudget,case:Cost Type,case:Permit id,case:Permit ActivityNumber,case:RfpNumber
st_step 14425_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-15 12:55:06+00:00,SUPERVISOR,request for payment 14417,travel permit number 14412,task 14416,organizational unit 65454,172.1294933171527,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14417,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14418
st_step 14431_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-01-17 10:57:55+00:00,EMPLOYEE,request for payment 14417,travel permit number 14412,task 14416,organizational unit 65454,172.1294933171527,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14417,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14418
st_step 14432_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-01-17 10:58:04+00:00,ADMINISTRATION,request for payment 14417,travel permit number 14412,task 14416,organizational unit 65454,172.1294933171527,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14417,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14418
st_step 14430_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-17 13:14:23+00:00,SUPERVISOR,request for payment 14417,travel permit number 14412,task 14416,organizational unit 65454,172.1294933171527,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14417,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14418
rp_request for payment 14417_15,SYSTEM,Request Payment,2018-01-19 18:58:51+00:00,UNDEFINED,request for payment 14417,travel permit number 14412,task 14416,organizational unit 65454,172.1294933171527,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14417,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14418
rp_request for payment 14417_16,SYSTEM,Payment Handled,2018-01-25 17:31:09+00:00,UNDEFINED,request for payment 14417,travel permit number 14412,task 14416,organizational unit 65454,172.1294933171527,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14417,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14418
st_step 54020_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-09 14:17:12+00:00,EMPLOYEE,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
st_step 54019_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-09 19:55:21+00:00,ADMINISTRATION,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
st_step 54018_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-10 13:35:59+00:00,SUPERVISOR,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
st_step 54021_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-01-15 14:52:10+00:00,EMPLOYEE,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
st_step 54023_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-01-15 14:52:23+00:00,ADMINISTRATION,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
st_step 54022_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-16 15:14:15+00:00,SUPERVISOR,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
rp_request for payment 54014_15,SYSTEM,Request Payment,2018-01-18 09:17:31+00:00,UNDEFINED,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
rp_request for payment 54014_16,SYSTEM,Payment Handled,2018-01-22 17:31:18+00:00,UNDEFINED,request for payment 54014,travel permit number 54013,task 6467,organizational unit 65469,442.30127283270446,activity 505,task 427,budget 684,project 6464,project 503,request for payment 54014,organizational unit 65454,615.0343142939973,0,travel permit 54012,UNKNOWN,request for payment number 54015
st_step 30733_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-10 20:11:59+00:00,EMPLOYEE,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
st_step 30732_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-10 20:12:03+00:00,ADMINISTRATION,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
st_step 30734_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-11 07:54:10+00:00,SUPERVISOR,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
st_step 30737_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-01-18 15:00:11+00:00,EMPLOYEE,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
st_step 30736_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-01-18 15:01:27+00:00,ADMINISTRATION,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
st_step 30735_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-18 15:12:16+00:00,SUPERVISOR,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
rp_request for payment 30728_15,SYSTEM,Request Payment,2018-01-18 20:26:27+00:00,UNDEFINED,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
rp_request for payment 30728_16,SYSTEM,Payment Handled,2018-01-22 17:31:18+00:00,UNDEFINED,request for payment 30728,travel permit number 30727,task 28074,organizational unit 65454,543.5797500971621,activity 505,task 427,budget 2281,project 28071,project 503,request for payment 30728,organizational unit 65460,2259.3779343891824,0,travel permit 30726,UNKNOWN,request for payment number 30729
st_step 21962_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-10 20:16:56+00:00,EMPLOYEE,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
st_step 21961_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-10 20:17:18+00:00,ADMINISTRATION,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
st_step 21963_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-11 07:53:56+00:00,SUPERVISOR,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
st_step 21964_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-02-25 15:05:40+00:00,EMPLOYEE,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
st_step 21965_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-02-26 21:59:53+00:00,ADMINISTRATION,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
st_step 21966_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 10:04:10+00:00,SUPERVISOR,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
rp_request for payment 21956_15,SYSTEM,Request Payment,2018-03-01 18:50:00+00:00,UNDEFINED,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
rp_request for payment 21956_16,SYSTEM,Payment Handled,2018-03-05 17:30:58+00:00,UNDEFINED,request for payment 21956,travel permit number 21954,task 21958,organizational unit 65454,372.1328362523359,activity 505,task 427,budget 2281,project 21955,project 503,request for payment 21956,organizational unit 65460,2126.473350013348,0,travel permit 21953,UNKNOWN,request for payment number 21957
st_step 9783_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-11 10:17:35+00:00,EMPLOYEE,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
st_step 9782_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-11 10:17:38+00:00,ADMINISTRATION,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
st_step 9784_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-11 10:45:25+00:00,SUPERVISOR,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
st_step 9786_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-01-25 09:56:28+00:00,EMPLOYEE,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
st_step 9787_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-01-25 09:57:40+00:00,ADMINISTRATION,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
st_step 9785_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 14:45:16+00:00,SUPERVISOR,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
rp_request for payment 9777_15,SYSTEM,Request Payment,2018-01-31 11:22:40+00:00,UNDEFINED,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
rp_request for payment 9777_16,SYSTEM,Payment Handled,2018-02-01 17:31:18+00:00,UNDEFINED,request for payment 9777,travel permit number 9775,task 9779,organizational unit 65463,178.73588119012337,activity 505,task 427,budget 3136,project 9776,project 503,request for payment 9777,organizational unit 65455,1959.4040451323685,0,travel permit 9774,UNKNOWN,request for payment number 9778
